Date,Close
1897-06-24,31.43
1897-06-25,31.35
1897-06-28,32.31
1897-06-29,32.06
1897-06-30,31.94
1897-07-01,32.02
1897-07-02,32.0
1897-07-06,31.58
1897-07-07,31.92
1897-07-08,31.81
1897-07-09,31.98
1897-07-12,32.63
1897-07-13,33.03
1897-07-14,33.11
1897-07-15,32.79
1897-07-16,32.94
1897-07-19,33.64
1897-07-20,33.87
1897-07-21,34.0
1897-07-22,34.57
1897-07-23,34.68
1897-07-26,34.55
1897-07-27,34.12
1897-07-28,34.66
1897-07-29,34.55
1897-07-30,34.73
1897-08-02,35.37
1897-08-03,36.28
1897-08-04,36.75
1897-08-05,37.12
1897-08-06,37.46
1897-08-09,37.17
1897-08-10,37.47
1897-08-11,37.52
1897-08-12,37.64
1897-08-13,37.3
1897-08-16,37.8
1897-08-17,37.34
1897-08-18,37.51
1897-08-19,37.52
1897-08-20,37.41
1897-08-23,37.94
1897-08-24,38.04
1897-08-25,37.76
1897-08-26,38.07
1897-08-27,38.33
1897-08-30,38.55
1897-08-31,39.7
1897-09-01,40.15
1897-09-02,40.39
1897-09-03,40.3
1897-09-07,40.38
1897-09-08,40.27
1897-09-09,40.42
1897-09-10,40.43
1897-09-13,39.55
1897-09-14,40.09
1897-09-15,40.28
1897-09-16,40.03
1897-09-17,40.17
1897-09-20,39.59
1897-09-21,38.04
1897-09-22,38.71
1897-09-23,38.82
1897-09-24,38.01
1897-09-27,38.33
1897-09-28,37.89
1897-09-29,37.59
1897-09-30,36.92
1897-10-01,37.33
1897-10-04,38.14
1897-10-05,37.85
1897-10-06,37.51
1897-10-07,37.2
1897-10-08,37.4
1897-10-11,36.68
1897-10-12,35.23
1897-10-13,35.74
1897-10-14,35.34
1897-10-15,35.07
1897-10-18,35.63
1897-10-19,36.1
1897-10-20,36.49
1897-10-21,36.08
1897-10-22,36.21
1897-10-25,35.31
1897-10-26,35.56
1897-10-27,35.2
1897-10-28,35.1
1897-10-29,35.35
1897-11-01,35.57
1897-11-03,34.52
1897-11-04,34.26
1897-11-05,33.12
1897-11-08,33.06
1897-11-09,33.7
1897-11-10,34.13
1897-11-11,33.45
1897-11-12,33.63
1897-11-15,33.66
1897-11-16,34.08
1897-11-17,33.92
1897-11-18,34.03
1897-11-19,34.24
1897-11-22,33.96
1897-11-23,33.77
1897-11-24,33.47
1897-11-26,33.82
1897-11-29,33.89
1897-11-30,34.37
1897-12-01,35.06
1897-12-02,34.99
1897-12-03,34.99
1897-12-06,35.34
1897-12-07,35.82
1897-12-08,35.77
1897-12-09,35.92
1897-12-10,35.62
1897-12-13,36.07
1897-12-14,35.97
1897-12-15,35.5
1897-12-16,35.16
1897-12-17,34.87
1897-12-20,35.09
1897-12-21,34.95
1897-12-22,35.16
1897-12-23,35.37
1897-12-24,35.77
1897-12-27,35.7
1897-12-28,35.73
1897-12-29,35.73
1897-12-30,35.64
1897-12-31,35.79
1898-01-03,35.71
1898-01-04,35.42
1898-01-05,35.87
1898-01-06,36.34
1898-01-07,36.7
1898-01-10,36.6
1898-01-11,36.45
1898-01-12,36.35
1898-01-13,36.1
1898-01-14,35.94
1898-01-17,35.75
1898-01-18,35.35
1898-01-19,35.69
1898-01-20,35.53
1898-01-21,35.43
1898-01-24,34.76
1898-01-25,35.24
1898-01-26,35.87
1898-01-27,36.05
1898-01-28,35.72
1898-01-31,36.22
1898-02-01,36.04
1898-02-02,35.88
1898-02-03,35.88
1898-02-04,36.08
1898-02-07,36.29
1898-02-08,35.94
1898-02-09,36.11
1898-02-10,36.33
1898-02-11,36.31
1898-02-14,35.84
1898-02-15,36.24
1898-02-16,35.47
1898-02-17,35.63
1898-02-18,35.19
1898-02-21,34.12
1898-02-23,33.43
1898-02-24,32.35
1898-02-25,32.82
1898-02-28,33.44
1898-03-01,34.38
1898-03-02,33.74
1898-03-03,33.71
1898-03-04,33.43
1898-03-07,32.49
1898-03-08,32.81
1898-03-09,32.96
1898-03-10,32.87
1898-03-11,32.19
1898-03-14,32.4
1898-03-15,32.16
1898-03-16,32.98
1898-03-17,32.27
1898-03-18,32.49
1898-03-21,32.23
1898-03-22,31.47
1898-03-23,31.3
1898-03-24,30.95
1898-03-25,30.42
1898-03-28,32.84
1898-03-29,32.22
1898-03-30,33.42
1898-03-31,32.9
1898-04-01,31.97
1898-04-04,33.01
1898-04-05,32.63
1898-04-06,33.33
1898-04-07,33.3
1898-04-08,32.94
1898-04-11,33.28
1898-04-12,33.55
1898-04-13,32.73
1898-04-14,33.36
1898-04-15,32.86
1898-04-18,32.53
1898-04-19,32.21
1898-04-20,32.27
1898-04-21,31.34
1898-04-22,31.77
1898-04-25,31.88
1898-04-26,32.13
1898-04-27,32.16
1898-04-28,32.6
1898-04-29,33.13
1898-05-02,35.2
1898-05-03,34.98
1898-05-05,35.8
1898-05-06,35.6
1898-05-09,36.97
1898-05-10,36.55
1898-05-11,37.39
1898-05-12,37.0
1898-05-13,36.81
1898-05-16,36.45
1898-05-17,37.13
1898-05-18,36.61
1898-05-19,36.97
1898-05-20,36.75
1898-05-23,37.47
1898-05-24,37.87
1898-05-25,37.57
1898-05-26,37.59
1898-05-27,37.72
1898-05-31,38.2
1898-06-01,38.29
1898-06-02,38.65
1898-06-03,38.22
1898-06-06,38.62
1898-06-07,38.6
1898-06-08,38.49
1898-06-09,38.47
1898-06-10,38.9
1898-06-13,38.1
1898-06-14,37.81
1898-06-15,36.84
1898-06-16,37.49
1898-06-17,37.76
1898-06-20,37.59
1898-06-21,37.47
1898-06-22,37.21
1898-06-23,37.47
1898-06-24,37.67
1898-06-27,38.14
1898-06-28,37.98
1898-06-29,38.23
1898-06-30,38.11
1898-07-01,38.39
1898-07-05,38.38
1898-07-06,38.23
1898-07-07,38.45
1898-07-08,38.57
1898-07-11,38.64
1898-07-12,38.5
1898-07-13,38.1
1898-07-14,38.49
1898-07-15,38.04
1898-07-18,37.86
1898-07-19,37.89
1898-07-20,38.12
1898-07-21,38.48
1898-07-22,38.39
1898-07-25,38.87
1898-07-26,39.23
1898-07-27,38.95
1898-07-28,39.0
1898-07-29,39.12
1898-08-01,39.54
1898-08-02,40.02
1898-08-03,40.17
1898-08-04,40.02
1898-08-05,40.45
1898-08-08,40.78
1898-08-09,40.78
1898-08-10,41.0
1898-08-11,40.96
1898-08-12,40.71
1898-08-15,41.64
1898-08-16,42.33
1898-08-17,42.65
1898-08-18,42.06
1898-08-19,42.8
1898-08-22,43.01
1898-08-23,43.19
1898-08-24,43.25
1898-08-25,43.83
1898-08-26,44.16
1898-08-29,43.14
1898-08-30,43.4
1898-08-31,43.71
1898-09-01,43.82
1898-09-02,43.73
1898-09-06,43.57
1898-09-07,42.67
1898-09-08,42.4
1898-09-09,41.84
1898-09-12,42.06
1898-09-13,41.68
1898-09-14,41.59
1898-09-15,42.28
1898-09-16,42.04
1898-09-19,41.72
1898-09-20,41.45
1898-09-21,42.25
1898-09-22,41.81
1898-09-23,41.74
1898-09-26,40.96
1898-09-27,39.99
1898-09-28,39.49
1898-09-29,39.75
1898-09-30,38.7
1898-10-03,38.83
1898-10-04,38.96
1898-10-05,38.94
1898-10-06,38.65
1898-10-07,38.44
1898-10-10,38.03
1898-10-11,37.55
1898-10-12,37.52
1898-10-13,38.29
1898-10-14,37.86
1898-10-17,37.79
1898-10-18,37.49
1898-10-19,37.34
1898-10-20,37.52
1898-10-21,37.81
1898-10-24,38.28
1898-10-25,38.85
1898-10-26,39.28
1898-10-27,39.28
1898-10-28,39.75
1898-10-31,40.15
1898-11-01,39.79
1898-11-02,39.48
1898-11-03,39.8
1898-11-04,39.65
1898-11-07,40.25
1898-11-09,40.05
1898-11-10,40.57
1898-11-11,40.85
1898-11-14,41.34
1898-11-15,41.21
1898-11-16,41.12
1898-11-17,41.13
1898-11-18,40.98
1898-11-21,41.1
1898-11-22,41.26
1898-11-23,41.07
1898-11-25,40.75
1898-11-28,41.13
1898-11-29,41.2
1898-11-30,41.43
1898-12-01,42.12
1898-12-02,42.11
1898-12-05,42.22
1898-12-06,42.22
1898-12-07,42.38
1898-12-08,42.76
1898-12-09,43.27
1898-12-12,43.66
1898-12-13,43.11
1898-12-14,43.01
1898-12-15,42.71
1898-12-16,42.59
1898-12-19,42.57
1898-12-20,42.81
1898-12-21,42.87
1898-12-22,43.04
1898-12-23,43.52
1898-12-27,43.76
1898-12-28,42.73
1898-12-29,43.57
1898-12-30,43.83
1899-01-03,43.75
1899-01-04,43.95
1899-01-05,44.11
1899-01-06,44.08
1899-01-09,44.89
1899-01-10,44.51
1899-01-11,44.4
1899-01-12,44.35
1899-01-13,44.69
1899-01-16,44.38
1899-01-17,44.48
1899-01-18,44.85
1899-01-19,45.12
1899-01-20,45.19
1899-01-23,45.17
1899-01-24,44.76
1899-01-25,45.66
1899-01-26,46.23
1899-01-27,46.82
1899-01-30,47.09
1899-01-31,46.61
1899-02-01,46.67
1899-02-02,46.3
1899-02-03,46.07
1899-02-06,45.66
1899-02-07,44.87
1899-02-08,45.07
1899-02-09,44.98
1899-02-10,44.98
1899-02-14,45.3
1899-02-15,45.27
1899-02-16,45.41
1899-02-17,45.72
1899-02-20,48.35
1899-02-21,48.45
1899-02-23,48.76
1899-02-24,48.78
1899-02-27,48.51
1899-02-28,48.37
1899-03-01,48.26
1899-03-02,47.73
1899-03-03,48.54
1899-03-06,47.76
1899-03-07,48.09
1899-03-08,48.73
1899-03-09,49.0
1899-03-10,49.35
1899-03-13,49.89
1899-03-14,49.96
1899-03-15,49.9
1899-03-16,51.21
1899-03-17,51.61
1899-03-20,51.56
1899-03-21,51.62
1899-03-22,52.02
1899-03-23,51.83
1899-03-24,52.13
1899-03-27,53.4
1899-03-28,54.1
1899-03-29,53.72
1899-03-30,53.83
1899-04-03,55.06
1899-04-04,55.07
1899-04-05,54.95
1899-04-06,53.72
1899-04-07,52.93
1899-04-10,52.58
1899-04-11,53.95
1899-04-12,54.39
1899-04-13,54.56
1899-04-14,55.07
1899-04-17,55.01
1899-04-18,55.3
1899-04-19,55.25
1899-04-20,55.08
1899-04-21,55.56
1899-04-24,55.43
1899-04-25,55.97
1899-04-26,55.87
1899-04-27,55.79
1899-04-28,55.84
1899-05-01,54.02
1899-05-02,55.07
1899-05-03,55.04
1899-05-04,54.6
1899-05-05,53.94
1899-05-08,52.28
1899-05-09,50.68
1899-05-10,52.49
1899-05-11,52.06
1899-05-12,52.28
1899-05-15,50.53
1899-05-16,51.39
1899-05-17,52.69
1899-05-18,52.03
1899-05-19,52.01
1899-05-22,51.94
1899-05-23,51.43
1899-05-24,50.89
1899-05-25,51.25
1899-05-26,50.91
1899-05-31,48.89
1899-06-01,49.54
1899-06-02,50.78
1899-06-05,50.5
1899-06-06,50.76
1899-06-07,51.21
1899-06-08,51.44
1899-06-09,52.36
1899-06-12,52.93
1899-06-13,52.06
1899-06-14,52.09
1899-06-15,51.94
1899-06-16,51.87
1899-06-19,51.01
1899-06-20,50.91
1899-06-21,50.26
1899-06-22,49.86
1899-06-23,50.57
1899-06-26,50.59
1899-06-27,51.02
1899-06-28,51.09
1899-06-29,50.83
1899-06-30,50.97
1899-07-05,51.77
1899-07-06,52.09
1899-07-07,52.25
1899-07-10,51.1
1899-07-11,51.68
1899-07-12,51.82
1899-07-13,51.91
1899-07-14,51.44
1899-07-17,51.35
1899-07-18,51.69
1899-07-19,51.47
1899-07-20,51.83
1899-07-21,52.2
1899-07-24,51.96
1899-07-25,52.28
1899-07-26,52.14
1899-07-27,52.49
1899-07-28,52.83
1899-07-31,53.4
1899-08-01,53.51
1899-08-02,53.8
1899-08-03,54.04
1899-08-04,54.09
1899-08-07,53.36
1899-08-08,53.76
1899-08-09,54.02
1899-08-10,54.59
1899-08-11,54.46
1899-08-14,55.21
1899-08-15,54.77
1899-08-16,54.43
1899-08-17,54.77
1899-08-18,54.78
1899-08-21,54.85
1899-08-22,54.39
1899-08-23,55.04
1899-08-24,54.76
1899-08-25,54.75
1899-08-28,54.78
1899-08-29,54.51
1899-08-30,55.07
1899-08-31,54.8
1899-09-01,54.73
1899-09-05,56.21
1899-09-06,55.75
1899-09-07,55.48
1899-09-08,55.45
1899-09-11,54.75
1899-09-12,54.09
1899-09-13,55.12
1899-09-14,54.79
1899-09-15,53.99
1899-09-18,52.43
1899-09-19,52.94
1899-09-20,52.54
1899-09-21,52.94
1899-09-22,53.75
1899-09-25,52.7
1899-09-26,52.44
1899-09-27,52.61
1899-09-28,52.78
1899-10-02,51.39
1899-10-03,51.4
1899-10-04,51.95
1899-10-05,52.17
1899-10-06,52.36
1899-10-09,52.63
1899-10-10,53.21
1899-10-11,52.87
1899-10-12,52.47
1899-10-13,52.01
1899-10-16,52.49
1899-10-17,52.31
1899-10-18,52.82
1899-10-19,52.77
1899-10-20,52.95
1899-10-23,54.04
1899-10-24,53.82
1899-10-25,53.89
1899-10-26,53.97
1899-10-27,53.9
1899-10-30,53.86
1899-10-31,54.3
1899-11-01,54.44
1899-11-02,54.84
1899-11-03,54.56
1899-11-06,54.41
1899-11-08,54.41
1899-11-09,53.87
1899-11-10,53.36
1899-11-13,53.65
1899-11-14,53.71
1899-11-15,54.08
1899-11-16,54.67
1899-11-17,54.9
1899-11-20,54.77
1899-11-21,54.35
1899-11-22,54.46
1899-11-23,54.68
1899-11-24,54.9
1899-11-27,54.82
1899-11-28,54.67
1899-11-29,54.72
1899-12-01,54.66
1899-12-04,53.78
1899-12-05,53.28
1899-12-06,53.25
1899-12-07,52.89
1899-12-08,50.89
1899-12-11,48.84
1899-12-12,48.92
1899-12-13,46.37
1899-12-14,47.26
1899-12-15,47.95
1899-12-18,42.2
1899-12-19,44.19
1899-12-20,44.32
1899-12-21,43.43
1899-12-22,42.51
1899-12-26,44.9
1899-12-27,46.69
1899-12-28,46.63
1899-12-29,47.6
1900-01-02,49.34
1900-01-03,48.24
1900-01-04,48.63
1900-01-05,48.31
1900-01-08,48.1
1900-01-09,47.07
1900-01-10,46.45
1900-01-11,45.82
1900-01-12,47.03
1900-01-15,46.51
1900-01-16,46.56
1900-01-17,46.76
1900-01-18,46.55
1900-01-19,47.29
1900-01-22,47.34
1900-01-23,46.63
1900-01-24,46.87
1900-01-25,47.11
1900-01-26,46.52
1900-01-29,46.68
1900-01-30,47.84
1900-01-31,47.89
1900-02-01,48.77
1900-02-02,49.15
1900-02-05,49.51
1900-02-06,49.27
1900-02-07,49.21
1900-02-08,48.86
1900-02-09,48.42
1900-02-13,48.81
1900-02-14,48.45
1900-02-15,48.58
1900-02-16,48.09
1900-02-19,47.98
1900-02-20,47.92
1900-02-21,47.5
1900-02-23,46.73
1900-02-26,46.03
1900-02-27,45.88
1900-02-28,46.32
1900-03-01,46.05
1900-03-02,44.87
1900-03-05,44.99
1900-03-06,44.81
1900-03-07,44.78
1900-03-08,44.46
1900-03-09,44.26
1900-03-12,45.85
1900-03-13,45.54
1900-03-14,44.93
1900-03-15,44.77
1900-03-16,44.84
1900-03-19,45.56
1900-03-20,45.95
1900-03-21,46.41
1900-03-22,46.4
1900-03-23,46.11
1900-03-26,46.4
1900-03-27,46.87
1900-03-28,47.16
1900-03-29,46.4
1900-03-30,47.36
1900-04-02,47.47
1900-04-03,47.2
1900-04-04,47.16
1900-04-05,47.42
1900-04-06,47.91
1900-04-09,47.41
1900-04-10,46.75
1900-04-11,46.92
1900-04-12,46.64
1900-04-16,44.58
1900-04-17,44.76
1900-04-18,44.77
1900-04-19,45.18
1900-04-20,45.05
1900-04-23,44.32
1900-04-24,44.68
1900-04-25,44.82
1900-04-26,45.66
1900-04-27,45.08
1900-04-30,44.42
1900-05-01,44.41
1900-05-02,44.22
1900-05-03,44.19
1900-05-04,44.31
1900-05-07,43.9
1900-05-08,42.92
1900-05-09,43.41
1900-05-10,43.53
1900-05-11,42.46
1900-05-14,41.68
1900-05-15,41.01
1900-05-16,41.37
1900-05-17,41.11
1900-05-18,41.83
1900-05-21,41.57
1900-05-22,42.08
1900-05-23,42.26
1900-05-24,41.65
1900-05-25,41.47
1900-05-28,41.77
1900-05-29,42.01
1900-05-31,42.8
1900-06-01,43.01
1900-06-04,41.98
1900-06-05,41.63
1900-06-06,41.27
1900-06-07,41.69
1900-06-08,41.01
1900-06-11,40.58
1900-06-12,40.67
1900-06-13,41.37
1900-06-14,40.93
1900-06-15,40.68
1900-06-18,39.8
1900-06-19,39.89
1900-06-20,39.39
1900-06-21,39.58
1900-06-22,39.19
1900-06-25,38.88
1900-06-26,39.11
1900-06-27,39.19
1900-06-28,39.65
1900-06-29,39.71
1900-07-02,40.18
1900-07-03,40.32
1900-07-05,40.93
1900-07-06,40.65
1900-07-09,40.38
1900-07-10,41.22
1900-07-11,41.12
1900-07-12,41.07
1900-07-13,40.54
1900-07-16,40.72
1900-07-17,41.1
1900-07-18,41.0
1900-07-19,41.48
1900-07-20,42.26
1900-07-23,42.75
1900-07-24,42.26
1900-07-25,42.14
1900-07-26,41.96
1900-07-27,42.03
1900-07-30,41.38
1900-07-31,41.14
1900-08-01,41.33
1900-08-02,41.43
1900-08-03,41.49
1900-08-06,41.7
1900-08-07,41.8
1900-08-08,41.92
1900-08-09,41.82
1900-08-10,42.01
1900-08-13,42.37
1900-08-14,42.56
1900-08-15,42.66
1900-08-16,42.63
1900-08-17,42.61
1900-08-20,42.59
1900-08-21,42.4
1900-08-22,42.48
1900-08-23,42.31
1900-08-24,42.22
1900-08-27,42.17
1900-08-28,41.85
1900-08-29,42.32
1900-08-30,42.29
1900-08-31,41.87
1900-09-04,42.4
1900-09-05,42.43
1900-09-06,42.37
1900-09-07,42.24
1900-09-10,42.06
1900-09-11,42.08
1900-09-12,42.19
1900-09-13,42.15
1900-09-14,41.62
1900-09-17,41.04
1900-09-18,41.01
1900-09-19,40.29
1900-09-20,39.38
1900-09-21,39.38
1900-09-24,38.36
1900-09-25,38.48
1900-09-26,38.57
1900-09-27,39.49
1900-09-28,39.21
1900-10-01,39.8
1900-10-02,39.49
1900-10-03,39.65
1900-10-04,40.04
1900-10-05,40.34
1900-10-08,40.11
1900-10-09,40.2
1900-10-10,39.76
1900-10-11,40.08
1900-10-12,40.62
1900-10-15,41.93
1900-10-16,41.88
1900-10-17,41.93
1900-10-18,42.34
1900-10-19,42.54
1900-10-22,43.91
1900-10-23,44.03
1900-10-24,44.03
1900-10-25,43.92
1900-10-26,43.82
1900-10-29,42.96
1900-10-30,43.11
1900-10-31,42.76
1900-11-01,42.86
1900-11-02,43.01
1900-11-05,44.09
1900-11-07,45.56
1900-11-08,46.18
1900-11-09,47.18
1900-11-12,48.76
1900-11-13,47.6
1900-11-14,47.97
1900-11-15,48.39
1900-11-16,49.39
1900-11-19,49.89
1900-11-20,50.02
1900-11-21,49.95
1900-11-22,49.55
1900-11-23,48.47
1900-11-26,48.69
1900-11-27,48.53
1900-11-28,48.23
1900-11-30,48.23
1900-12-03,48.11
1900-12-04,47.38
1900-12-05,47.84
1900-12-06,47.13
1900-12-07,46.48
1900-12-10,46.82
1900-12-11,47.47
1900-12-12,47.4
1900-12-13,47.0
1900-12-14,47.47
1900-12-17,47.58
1900-12-18,48.18
1900-12-19,48.66
1900-12-20,48.8
1900-12-21,49.71
1900-12-26,51.31
1900-12-27,51.45
1900-12-28,50.55
1900-12-31,51.21
1901-01-02,51.02
1901-01-03,49.23
1901-01-04,50.21
1901-01-07,48.61
1901-01-08,49.0
1901-01-09,48.91
1901-01-10,49.17
1901-01-11,49.14
1901-01-14,48.71
1901-01-15,48.16
1901-01-16,47.59
1901-01-17,47.29
1901-01-18,47.23
1901-01-21,47.02
1901-01-22,47.46
1901-01-23,48.07
1901-01-24,47.55
1901-01-25,47.92
1901-01-28,48.01
1901-01-29,48.21
1901-01-30,48.32
1901-01-31,48.39
1901-02-01,49.04
1901-02-04,49.58
1901-02-05,50.17
1901-02-06,50.62
1901-02-07,50.21
1901-02-08,50.55
1901-02-11,51.05
1901-02-13,50.3
1901-02-14,51.15
1901-02-15,51.26
1901-02-18,49.92
1901-02-19,49.52
1901-02-20,49.22
1901-02-21,49.65
1901-02-25,49.44
1901-02-26,48.79
1901-02-27,49.33
1901-02-28,48.52
1901-03-01,49.08
1901-03-04,48.94
1901-03-05,48.78
1901-03-06,48.81
1901-03-07,49.05
1901-03-08,48.92
1901-03-11,48.87
1901-03-12,48.73
1901-03-13,48.66
1901-03-14,48.92
1901-03-15,48.76
1901-03-18,49.55
1901-03-19,49.78
1901-03-20,49.84
1901-03-21,49.92
1901-03-22,49.92
1901-03-25,49.68
1901-03-26,49.63
1901-03-27,50.17
1901-03-28,50.26
1901-03-29,50.28
1901-04-01,51.36
1901-04-02,51.44
1901-04-03,51.68
1901-04-04,52.15
1901-04-08,51.76
1901-04-09,52.52
1901-04-10,52.95
1901-04-11,52.59
1901-04-12,52.78
1901-04-15,54.57
1901-04-16,54.62
1901-04-17,54.23
1901-04-18,54.39
1901-04-19,54.96
1901-04-22,54.0
1901-04-23,53.45
1901-04-24,53.02
1901-04-25,53.33
1901-04-26,53.85
1901-04-29,54.49
1901-04-30,54.9
1901-05-01,54.99
1901-05-02,54.46
1901-05-03,53.86
1901-05-06,54.72
1901-05-07,54.33
1901-05-08,51.94
1901-05-09,48.8
1901-05-10,51.91
1901-05-13,52.09
1901-05-14,50.4
1901-05-15,50.74
1901-05-16,51.31
1901-05-17,52.94
1901-05-20,52.7
1901-05-21,53.19
1901-05-22,53.24
1901-05-23,52.75
1901-05-24,53.4
1901-05-27,53.36
1901-05-28,53.6
1901-05-29,53.96
1901-05-31,54.88
1901-06-03,56.3
1901-06-04,55.82
1901-06-05,55.31
1901-06-06,55.37
1901-06-07,55.27
1901-06-10,55.24
1901-06-11,55.12
1901-06-12,55.44
1901-06-13,55.99
1901-06-14,55.82
1901-06-17,56.68
1901-06-18,56.36
1901-06-19,56.17
1901-06-20,55.93
